index,set,type,date,link,title,context,comment,hate speech,gender,disability,race/nation,region,age,note,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,신뢰리스트냐,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,주가폭등ㅋㅋㅋㅋㅋㅋ,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,우수기업이네 구매운동 해야겠네,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,우수경영업체 ㄹㅇ,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,전 세계에 이런 나라 없음,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,반대로 말하면 저기 박제된 회사가 옳은회사네 주식 드가쟈,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,근본있고 뚝심있는 기업리스트노,1,1,0,0,0,0,이기야노체,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,신의직장 리스트,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,그만큼 잘굴러가는 회사라는 증거임,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,캬 저기 완전 개념기업 아니냐 ㅋㅋㅋ,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,옳게된 회사,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,품질우수기업,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,개념기업 목록이노ㅋㅋㅋ,1,1,0,0,0,0,이기야노체,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,기업문화 좋은 곳 리스트인가?,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,저업체들은 믿을만하네,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,저거보고 지원하면됨 클린기업 ㅇㅇ,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,우수기업,1,1,0,0,0,0,,
,1,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,옳게된 기업들ㅋㅋㅋ,1,1,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,미래가 밝은 회사이니 투자하라는 뜻에서 샤라웃 해주는 거임,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,쉐보레 차 좋은데엔 이유가 있었노,0,0,0,0,0,0,이기야노체,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,풀매수 간다,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,옳게된 기업,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,그니까 저기에 주식투자 하면 된다는거지?,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,참기업 명단 공개 ㅋㅋㅋ,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,일잘하는기업 32개사 명단공개,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,믿을 만한 그룹이라는 얘기네,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,저런 건 명예훈장으로 여겨야지,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,훈장 아님?,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,신뢰리스트냐,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,주가폭등ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,우수기업이네 구매운동 해야겠네,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,우수경영업체 ㄹㅇ,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,전 세계에 이런 나라 없음,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,반대로 말하면 저기 박제된 회사가 옳은회사네 주식 드가쟈,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,근본있고 뚝심있는 기업리스트노,0,0,0,0,0,0,이기야노체,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,신의직장 리스트,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,그만큼 잘굴러가는 회사라는 증거임,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,캬 저기 완전 개념기업 아니냐 ㅋㅋㅋ,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,옳게된 회사,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,품질우수기업,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,개념기업 목록이노ㅋㅋㅋ,0,0,0,0,0,0,이기야노체,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,기업문화 좋은 곳 리스트인가?,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,저업체들은 믿을만하네,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,저거보고 지원하면됨 클린기업 ㅇㅇ,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,우수기업,0,0,0,0,0,0,,
,1,2,,,,직원에게 높은 수준의 복지를 제공한 기업의 이름이 공개되었다.,옳게된 기업들ㅋㅋㅋ,0,0,0,0,0,0,,
,1,3,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,이렇게 사회에 여혐이 만연한데 여가부 폐지하고 페미니즘 반대함?,0,0,0,0,0,0,,
,1,3,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,야가다판은 의외로 아줌마 많음,0,0,0,0,0,0,,
,1,3,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,노가다엔 의외로 여자들 있음. 나 옛날에 등록금벌려고 형틀목수할때 나 데리고 다니던 사람이 50대 아줌마였음. 이혼하고 혼자 애키우는데 캐셔나 식당일같은건 페이가 적어서 노가다 시작한게 10년 넘어간다고 이야기해줬었음.,0,0,0,0,0,0,,
,1,3,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,노가다판에 여자 개많은데?,0,0,0,0,0,0,,
,1,3,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236239,싱글벙글 이제부터 여성 안 뽑는 '여혐업체' 박제한다....jpg,여성 고용이 미흡해 정부가 불이익을 준 기업의 이름이 공개되었다.,그거 말고도 다양하게 많음..청소도 많고 전기 소방 뭐 이런 데서 잡일하기도 하고 타일이나 크랙보수도 있고 심지어 레미탈이나 석고보드 양중하는 아줌마도 있음ㅋㅋ,0,0,0,0,0,0,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,영우 최대로!!,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,우영우 대폭발,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,아아 온 세상이 변호사다..,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,우투더영투더우~,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,장애인을 위한 나라를 만들자!,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,모두 우영우 준비!!,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,모두 영우 준비!,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,우 투더 영 투더 우~,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,대영우시대,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,우영우의 나라,1,1,1,0,0,1,,
,2,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,대우영우시대,1,1,1,0,0,1,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,영우 최대로!!,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,우영우 대폭발,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,아아 온 세상이 변호사다..,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,우투더영투더우~,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,장애인을 위한 나라를 만들자!,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,모두 우영우 준비!!,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,모두 영우 준비!,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,우 투더 영 투더 우~,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,대영우시대,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,우영우의 나라,0,0,0,0,0,0,,
,2,2,,,,드라마 이상한 변호사 우영우의 시청률이 높다.,대우영우시대,0,0,0,0,0,0,,
,2,3,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236241,아 ㅈ됐다.. 난임부부 수술비 지원 여성나이 기준 폐지,난임 부부 시술비 지원 시 여성 나이 기준이 폐지되었다.,내가 생각했을때는 난임수술 그런거 조까고 그냥 입양에대한 인식 개선하는게 훨씬 효율적인데,0,0,0,0,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236136,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,몽키매직 ㅋㅋ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236136,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,옳게 된 기술,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236137,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,똑똑한 에이아이.,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236138,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,마지막은 진심 웃겼다 ㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236139,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,이거지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236141,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,대국은 다르긴 하네 확실히 ㅋㅋㅋㅋㅋㅋㅋ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236142,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,결국... AI 가 옳았다..... ㄹㅇㅋㅋ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236143,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,ㅅㅌㅊ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236144,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,이게 옳게된 ai지,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236145,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,ai도 아는거야,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236146,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,하아 최고의 기술력이농... ,1,0,0,1,0,0,이기야노체,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236147,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,옳게된 나라ㅋㅋ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236148,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,솔직해서 좋다,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236149,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,존나웃기네 ㅋㅋㅋㅋㅋ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236150,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,근본국가답다 믓찌노,1,0,0,1,0,0,이기야노체,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236151,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,첫짤부터 ㅅㅂㅋㄱ,1,0,0,1,0,0,,
,3,1,06월 02일,https://gall.dcinside.com/board/view/?id=dcbest&no=236152,앰흑에게 자비없는 짱깨산 AI..jpg,중국에서 만들어진 사진 변환 인공 지능이 흑인을 제대로 인식하지 못해 사람이 아닌 형태로 변환했다.,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ대국맞노 ㅋㅋㅋㅋㅋ,1,0,0,1,0,0,이기야노체,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,몽키매직 ㅋㅋ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,옳게 된 기술,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,똑똑한 에이아이.,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,마지막은 진심 웃겼다 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,이거지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,대국은 다르긴 하네 확실히 ㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,결국... AI 가 옳았다..... ㄹㅇㅋㅋ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,ㅅㅌㅊ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,이게 옳게된 ai지,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,ai도 아는거야,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,하아 최고의 기술력이농... ,0,0,0,0,0,0,이기야노체,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,옳게된 나라ㅋㅋ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,솔직해서 좋다,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,존나웃기네 ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,근본국가답다 믓찌노,0,0,0,0,0,0,이기야노체,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,첫짤부터 ㅅㅂㅋㄱ,0,0,0,0,0,0,,
,3,2,,,,중국의 새로운 인공 지능 모델이 원숭이가 나오는 재미있는 사진들을 생성했다.,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ대국맞노 ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,이기야노체,
